13,"Ansett Australia",\N,"AN","AAA","ANSETT","Australia","Y"
891,"Afrique Chart'air",\N,"","FRQ","CHARTER AFRIQUE","Cameroon","N"
998,"Air Koryo",\N,"JS","KOR","AIR KORYO","Democratic People's Republic of Korea","Y"
